title,genre,tags,platforms,description,metacritic,released
Anomaly: Warzone Earth,indie,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Sci-fi, Steam Leaderboards, controller support, Aliens, RTS, Top-Down, Tower Defense, Touch-Friendly","PC, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3",anomaly-warzone-earth,80.0,2011-04-07
Headsnatchers,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, steam-trading-cards, Co-op, cooperative, Online multiplayer, Split Screen, Local Co-Op, Local Multiplayer, Early Access, party","PC, PlayStation 4, Nintendo Switch",headsnatchers,,2018-07-24
Slime Rancher,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Open World, First-Person, FPS, Fantasy, Funny, Exploration, Sandbox, Female Protagonist, Early Access, Anime, Family Friendly, controller support, Cute, Colorful, Management, in development","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",slime-rancher,81.0,2016-01-14
Her Story,indie,"Singleplayer, Steam Achievements, steam-trading-cards, Story Rich, Horror, Female Protagonist, Point & Click, Mystery, Short, Realistic, Crime, Visual Novel, Detective, Experimental, FMV","PC, iOS, Android, macOS",her-story,88.0,2015-06-23
Cry of Fear,indie,"Singleplayer, Multiplayer, Steam Cloud, Atmospheric, Co-op, cooperative, First-Person, Horror, FPS, Online Co-Op, Survival, Free to Play, Zombies, Survival Horror, Valve Anti-Cheat enabled, Psychological, Mod",PC,cry-of-fear,,2012-02-22
The Incredible Adventures of Van Helsing,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, RPG, Co-op, cooperative, Fantasy, Funny, Steam Leaderboards, Action RPG, stats, Cross-Platform Multiplayer, Hack and Slash, Dark Fantasy, Isometric, Magic, Steampunk, Dungeon Crawler, Loot, Gothic, Based On A Novel, Vampire","PC, Xbox One, macOS",the-incredible-adventures-of-van-helsing,72.0,2013-05-22
Helltaker,indie,"Singleplayer, Steam Achievements, Great Soundtrack, 2D, Partial Controller Support, Funny, Difficult, Comedy, Free to Play, Anime, Cute, Short, Mature, Sexual Content, Visual Novel, Demons, Dating Sim, Rhythm, hentai, sharply-dressed-demon-girls","PC, macOS, Linux",helltaker,,2020-05-11
AudioSurf,indie,"Singleplayer, Steam Achievements, Full controller support, Great Soundtrack, Co-op, cooperative, Local Co-Op, Local Multiplayer, exclusive, Replay Value, Colorful, Fast-Paced, true exclusive, Relaxing, Music, Procedural Generation, Rhythm, Score Attack, Music-Based Procedural Generation",PC,audiosurf,85.0,2008-02-15
Serious Sam 2,indie,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Co-op, Open World, cooperative, First-Person, Sci-fi, Partial Controller Support, FPS, Online Co-Op, Funny, Gore, Difficult, Classic, Comedy, Includes level editor, Colorful","PC, Xbox",serious-sam-2,74.0,2005-10-11
Cortex Command,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, 2D, Sci-fi, Difficult, Sandbox, Split Screen, Local Co-Op, Pixel Graphics, Local Multiplayer, Steam Workshop, Zombies, Includes level editor, Moddable, Replay Value, Physics, RTS, 4 Player Local","PC, macOS",cortex-command,44.0,2012-09-28
Into the Breach,indie,"Singleplayer, RPG, Pixel Graphics, role-playing, Roguelike, Isometric, Turn-Based Strategy, Board Game, Mechs","PC, Nintendo Switch, Android, macOS",into-the-breach,90.0,2018-02-26
Children of Morta,indie,"Singleplayer, Steam Achievements, Full controller support, RPG, Co-op, cooperative, Online Co-Op, Fantasy, Split Screen, Local Co-Op, Pixel Graphics, stats, Roguelike, Dog, folk","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",children-of-morta,80.0,2019-09-03
The Elder Scrolls IV: Oblivion,indie,"Singleplayer, Steam Achievements, RPG, First-Person, Horror, FPS, Action-Adventure, Mystery, 3D, Cinematic, combat, Story, Detective, Surreal, Drama, Hand-drawn, character, Emotional, Family Sharing, Thriller, explore, hero, ancient, demon","PC, Xbox One, Xbox 360, PlayStation 3",the-elder-scrolls-iv-oblivion,94.0,2006-03-20
Guns of Icarus Alliance,indie,"Singleplayer, Steam Achievements, Multiplayer, Co-op, cooperative, Partial Controller Support, Online Co-Op, Online multiplayer, stats, Steam Workshop, In-App Purchases, Team-Based, Steampunk","PC, macOS, Linux",guns-of-icarus-alliance,,2017-03-31
Deiland,indie,"Singleplayer, Steam Achievements, Full controller support, RPG","PC, PlayStation 4, iOS, Android, macOS",deiland,,2016-02-19
Antichamber,indie,"Singleplayer, Atmospheric, steam-trading-cards, Great Soundtrack, First-Person, Sci-fi, Difficult, Exploration, Replay Value, Colorful, Metroidvania, Surreal, Minimalist, Psychological, Psychedelic, Abstract, Nonlinear","PC, macOS, Linux",antichamber,82.0,2013-01-31
Northgard,indie,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Co-op, cooperative, Online Co-Op, Survival, Online multiplayer, Early Access, Medieval, RTS, Management, Resource Management, City Builder, 4X, Real-Time, Mythology, Un jugador, Logros de Steam","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",northgard,79.0,2018-03-06
Dungeon Defenders,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, RPG, Co-op, cooperative, Third Person, Online Co-Op, Fantasy, Steam Leaderboards, Survival, Split Screen, Local Co-Op, Action RPG, Local Multiplayer, Third-Person Shooter, Steam Workshop, Hack and Slash, Valve Anti-Cheat enabled, Loot, 4 Player Local, Tower Defense","PC, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3",dungeon-defenders,81.0,2010-12-16
F1 2018,indie,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, cooperative, Steam Leaderboards, Steam Workshop, Realistic, VR","PC, Xbox One, PlayStation 4",f1-2018,84.0,2018-08-23
Serious Sam: The Second Encounter,indie,"Singleplayer, Multiplayer, Great Soundtrack, Co-op, cooperative, First-Person, Sci-fi, FPS, Gore, Classic, Comedy, Split Screen, Local Co-Op, Includes level editor, exclusive, true exclusive",PC,serious-sam-the-second-encounter,85.0,2002-02-02
A Demon's Game - Episode 1,"Indie, Adventure, Action","Singleplayer, Steam Achievements, Atmospheric, Story Rich, Horror, Gore, Exploration, Violent, Action-Adventure, Survival Horror, 3D, Multiple Endings, Supernatural, Monsters","PC, Linux",a-demons-game-episode-1,,2016-12-08
I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1,"Casual, Indie, Action","Singleplayer, Multiplayer, Full controller support, Co-op, Sci-fi, Split Screen, Controller, Zombies, Post-apocalyptic, Colorful, Top-Down, Dystopian, Surreal, Shoot 'Em Up, Destruction, Top-Down Shooter, Supernatural, Twin Stick Shooter, Arena Shooter, Remote Play Together, Shared/Split Screen Co-op, Abstract, looter shooter, Music-Based Procedural Generation","PC, Linux, Xbox 360",i-maed-a-gam3-w1th-z0mb1es-1n-it1,,2009-08-16
Fish Mini Game: I want to be a shark! (Downloadable),,"Space, shark, pink, fish",PC,fish-mini-game-i-want-to-be-a-shark-downloadable,,2018-09-25
A Sirius Game,"Adventure, Action, RPG, Casual, Strategy, Simulation, Indie","Singleplayer, steam-trading-cards, RPG",PC,sirius-game-a,,2012-01-18
Fish Mini Game: I want to be a shark! (web build),,"Space, shark, pink, fish",Web,fish-mini-game-i-want-to-be-a-shark-web-build,,2018-09-25
DRAGON: A Game About a Dragon,"Racing, Adventure, Action, RPG, Casual, Strategy, Simulation, Sports, Indie","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Great Soundtrack, RPG, Story Rich, 2D, Sci-fi, Fantasy, Funny, Difficult, Comedy, Pixel Graphics, Retro, Anime, Family Friendly, Shoot 'Em Up, Hand-drawn, Dragons",PC,dragon-a-game-about-a-dragon,,2015-04-24
Being a DIK - Season 1,Indie,"Singleplayer, Steam Achievements, role-playing, Erotic, porn, porn-game","PC, macOS, Linux",being-a-dik-season-1,,2020-02-13
A Game of Dwarves,"Casual, Strategy","Singleplayer, Fantasy, Crafting, Building, City Builder","PC, PlayStation 3",a-game-of-dwarves,60.0,2012-10-23
HitchHiker - A Mystery Game,"Indie, Adventure",Singleplayer,"PC, Xbox One, PlayStation 4",hitchhiker-a-mystery-game,,2021-04-14
Expeditions: A MudRunner Game,"Racing, Adventure","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Open World, Exploration, Moddable, Character Customization, Realistic, Physics, Building, Driving, Base Building, Family Sharing, nature, Science, Offroad, Automobile Sim, transportation","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",expeditions-a-mudrunner-game,,2024-03-05
Ultimate Hentai Puzzles - Sexy Hentai Girls I,"Casual, Indie, Simulation","Steam Achievements, Singleplayer, achievements, hentai, girls, puzzles","PC, macOS",ultimate-hentai-puzzles-sexy-hentai-girls-i,,2020-02-14
Zarya-1: Mystery on the Moon,"Indie, Adventure","Singleplayer, Full controller support","PC, Android, macOS, Linux",zarya-1-mystery-on-the-moon,,2017-05-30
Chroma: Sexy Hentai Girls,"Casual, Indie","Singleplayer, Nudity",PC,chroma-sexy-hentai-girls,,
Army of Tentacles: (Not) A Cthulhu Dating Sim,"Casual, Indie, Adventure, RPG","Singleplayer, Steam Achievements, steam-trading-cards, RPG, Sci-fi, Horror, Fantasy, Funny, Female Protagonist, Comedy, Captions available, Walking Simulator, Visual Novel, Dark Humor, Demons, Dating Sim, Lovecraftian, Science, Conspiracy, Werewolves","PC, macOS, Linux",army-of-tentacles-not-a-cthulhu-dating-sim,,2016-02-15
Combat Master: Season 1,Action,"Multiplayer, Full controller support, First-Person, FPS, Controller, Tactical, PvP, Cross-Platform Multiplayer, In-App Purchases, Character Customization, 3D, Realistic, Physics, combat, Team-Based, Military, Parkour, Online PvP, Arena Shooter, Modern, Gun Customization, Sniper, LAN PvP","PC, macOS",combat-master-season-1,,2023-04-21
Love Hentai: Sexy Body,"Casual, Indie","Singleplayer, Steam Achievements, Nudity",PC,love-hentai-sexy-body,,2018-09-23
Hentai Memory - Sexy Couples,"Casual, Indie","Singleplayer, Steam Achievements, 2D, Steam Leaderboards, Anime, Nudity, Replay Value, Cute, Colorful, Sexual Content, Clicker, hentai",PC,hentai-memory-sexy-couples,,2021-11-26
Hentai Senpai: Pirates!,Casual,"Singleplayer, 2D, Female Protagonist, Anime, Nudity, Cute, Choices Matter, Colorful, Historical, Realistic, Sexual Content, Relaxing, Linear, Stylized, Hand-drawn, Romance, LGBTQ+, Pirates, Family Sharing, hentai",PC,hentai-senpai-pirates,,2024-04-23
Hentai Crush: Love Rhythm,"Casual, Indie, Simulation","Singleplayer, Great Soundtrack, RPG, Story Rich, Anime, Nudity, Cute, Sexual Content, Visual Novel, Relaxing, Music, Shoot 'Em Up, Dating Sim, Rhythm, NSFW, Match 3",PC,hentai-crush-love-rhythm,,
I Can't Escape: Darkness,"Indie, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, First-Person, Horror, Difficult, Steam Leaderboards, Controller, Dark, Survival Horror, Replay Value, Dungeon Crawler","PC, macOS, Linux",i-cant-escape-darkness,40.0,2015-09-17
Reset 1-1,Indie,"Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Pixel Graphics",PC,reset-1-1,,2016-08-30
HENTAI SNIPER: Middle East,"Indie, Adventure, Action, Simulation","Singleplayer, Atmospheric, Open World, First-Person, FPS, Gore, Violent, Stealth, Tactical, Early Access, Nudity, War, Sexual Content, Sniper",PC,hentai-sniper-middle-east,,2019-11-20
HENTAI - World War II,"Indie, Action","Singleplayer, Third Person, Gore, Female Protagonist, Violent, Third-Person Shooter, Early Access, Nudity, War, Historical, Sexual Content, World War II, Alternate History, Arena Shooter, NSFW, World War I",PC,hentai-world-war-ii,,2019-09-30
Hitman: Sniper Challenge,"Shooter, Arcade, Action","Stealth, Assassin, challenge, Sniper, fire","PC, Xbox 360, PlayStation 3",hitman-sniper-challenge,80.0,2012-05-15
HITMAN: Sniper Assassin,"Shooter, Adventure, Action","Singleplayer, Third Person, Online Co-Op, Violent, Assassin","PC, Xbox One, PlayStation 4",hitman-sniper-assassin,,2018-06-07
Sniper Elite: Resistance,"Shooter, Adventure, Action","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Co-op, Third Person, Partial Controller Support, Online Co-Op, Gore, Violent, Stealth, Action-Adventure, Third-Person Shooter, PvP, Cross-Platform Multiplayer, War, Online PvP, World War II, Family Sharing, Sniper, HDR available","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",sniper-elite-resistance,,2025-01-30
Hentai Mosaique Fix-IT Shoppe,"Casual, RPG","Singleplayer, Steam Achievements, Steam Cloud, RPG, Anime, role-playing, Nudity, Sexual Content, NSFW",PC,hentai-mosaique-fix-it-shoppe,,2019-07-29
Sniper: Ghost Warrior,"Shooter, Action","Singleplayer, Steam Achievements, Multiplayer, First-Person, Partial Controller Support, FPS, Stealth, Bullet Time, Sniper","PC, iOS, Android, Xbox 360, PlayStation 3",sniper-ghost-warrior,55.0,2010-06-24
Sniper Strike: Special Ops,"Arcade, Action","Singleplayer, Multiplayer, Atmospheric, FPS, Gore, Violent, Free to Play, Online multiplayer, Tactical, In-App Purchases, Sniper","PC, iOS",sniper-strike-special-ops,,2017-11-27
AMPLITUDE: A Visual Novel,"Casual, Strategy, Indie, Simulation","Singleplayer, Steam Achievements, Story Rich, Sci-fi, Gore, Female Protagonist, Mystery, Multiple Endings, Visual Novel, Romance, Otome, renpy","PC, macOS, Linux",amplitude-a-visual-novel,,2016-01-31
Elsewhere High: Chapter 1 - A Visual Novel,Adventure,"Singleplayer, Steam Achievements, steam-trading-cards, Story Rich, Horror, Free to Play, Anime, Captions available, Mystery, Story, Visual Novel, Drama, Episodic, Cartoon, Coming Of Age, high-school","PC, macOS",elsewhere-high-chapter-1-a-visual-novel,,2016-11-14
Connected Hearts - Visual novel,"Casual, Indie, Simulation","Singleplayer, Steam Achievements, Free to Play, Anime, Visual Novel, renpy, novela-visual","PC, Android, macOS, Linux",connected-hearts-visual-novel,,2017-02-18
BBB: Vestal (Visual Novel Vol. 1),"Casual, Indie","Full controller support, Nudity, Sexual Content, Singleplayer",PC,bbb-vestal-visual-novel-vol-1,,2019-08-06
Gacha Memories - Anime Visual Novel,Adventure,,Android,gacha-memories-anime-visual-novel,,
The Letter - Horror Visual Novel,"Indie, Adventure, RPG","Singleplayer, Steam Achievements, steam-trading-cards, RPG, Story Rich, Horror, Gore, Female Protagonist, Violent, Dark, Anime, Captions available, Replay Value, Mystery, Choices Matter, Mature, Sexual Content, Multiple Endings, Visual Novel, Drama, Interactive Fiction, Nonlinear","PC, macOS, Linux",the-letter-horror-visual-novel,,2017-07-24
SC2VN - The eSports Visual Novel,"Adventure, RPG, Casual, Simulation, Indie","Singleplayer, RPG, Horror, Free to Play, Anime, Nudity, Memes, Visual Novel, e-sports","PC, macOS, Linux",sc2vn-the-esports-visual-novel,,2015-09-22
Trick and Treat - Visual Novel,"Casual, Indie, Simulation","Singleplayer, Steam Achievements, Story Rich, Horror, Free to Play, Anime, Nudity, Sexual Content, Visual Novel, Romance, Dating Sim","PC, macOS, Linux",trick-and-treat-visual-novel,,2016-12-30
What Is Love? Anime Visual Novel Vol. 1,"Casual, Adventure, Simulation","Singleplayer, Story Rich, 2D, Horror, Funny, Gore, Violent, Dark, Anime, Cute, Choices Matter, Memes, Sexual Content, Multiple Endings, Visual Novel, Romance, Choose Your Own Adventure, Dating Sim","PC, macOS",what-is-love-anime-visual-novel-vol-1,,2022-09-30
Panzer Hearts - War Visual Novel,"Casual, Indie, Adventure","Singleplayer, Steam Achievements, Gore, Violent, Anime, Historical, Visual Novel, World War II, Alternate History, Dating Sim, Tanks","PC, macOS, Linux",panzer-hearts-war-visual-novel,,2018-04-25
Her New Memory - Hentai Simulator,"Casual, Indie, Simulation","Singleplayer, Steam Achievements, Steam Cloud, 2D, Early Access, Anime, Nudity, Character Customization, Colorful, Mature, Sexual Content, Steam Trading Cards, Management, Visual Novel, Relaxing, Romance, Dating Sim, NSFW, Conversation, hentai",PC,her-new-memory-hentai-simulator,,2022-02-08
Hentai Senpai: Thiccmas Cumsluts,"Casual, Indie","Singleplayer, First-Person, 2D, Anime, Nudity, Cute, Choices Matter, 3D, Sexual Content, Multiple Endings, Relaxing, Linear, 2.5D, Comic Book, Romance, LGBTQ+, Family Sharing, hentai, snow, elf",PC,hentai-senpai-thiccmas-cumsluts,,2024-12-09
Hentai Senpai: Apocalypse Girls,Casual,"Singleplayer, 2D, Female Protagonist, Anime, Nudity, Post-apocalyptic, Cute, Historical, Sexual Content, Linear, Surreal, Dark Humor, Comic Book, Alternate History, LGBTQ+, Family Sharing, Cold War, Dark Comedy, hentai, Underground",PC,hentai-senpai-apocalypse-girls,,2024-05-21
Hentai Senpai: Seieki Kyuketsusha,"Casual, Indie","Singleplayer, 2D, Horror, Female Protagonist, Anime, Nudity, Cute, Choices Matter, Colorful, 3D, Historical, Sexual Content, Linear, Surreal, 2.5D, Cartoony, LGBTQ+, Family Sharing, Nonlinear, hentai",PC,hentai-senpai-seieki-kyuketsusha,,2024-08-11
Hentai Senpai: Goth Feet,"Casual, Indie","Singleplayer, Story Rich, First-Person, 2D, Female Protagonist, Pixel Graphics, Anime, Nudity, Cute, Colorful, 3D, Realistic, Sexual Content, Relaxing, Hand-drawn, 2.5D, Romance, LGBTQ+, Family Sharing, hentai",PC,hentai-senpai-goth-feet,,2025-01-25
Something went wrong and...,"Adventure, Simulation","2D, Funny, Point & Click, Anime, 8-Bit",Web,something-went-wrong-and,,2021-06-13
SoulWorker - Anime Action MMO,"Massively Multiplayer, Action, RPG","Multiplayer, steam-trading-cards, RPG, Co-op, Open World, cooperative, Partial Controller Support, Horror, Online Co-Op, Free to Play, Online multiplayer, Controller, Anime, Nudity, Hack and Slash, In-App Purchases, Character Customization, Sexual Content, mmo, JRPG, MMORPG",PC,soulworker-anime-action-mmo,,2018-02-26
Yuzi Lims: anime runner,"Casual, Indie, Adventure, Sports","Singleplayer, Steam Achievements, 2D",PC,yuzi-lims-anime-runner,,2018-01-22
Pixel Puzzles 2: Anime,"Action, Casual, Strategy, Simulation, Indie","Singleplayer, Steam Achievements, steam-trading-cards, 2D, Anime",PC,pixel-puzzles-2-anime,,2015-03-27
Something Something Something Rogue-Like,Action,prototype-roguelike,"PC, Android",something-something-something-rogue-like,,2016-04-07
Steel & Steam: Episode 1,RPG,"Singleplayer, RPG, JRPG, Steampunk, RPGMaker, RPG Maker",PC,steel-steam-episode-1,,2014-07-16
I. Want. Cheese.,,Ludum Dare 49,Web,i-want-cheese,,2021-10-03
I want $1.00,,Horror,PC,i-want-100,,2021-11-05
3089 -- Futuristic Action RPG,"Indie, Action, RPG","Singleplayer, steam-trading-cards, RPG, Co-op, Open World, First-Person, Sci-fi, FPS, Pixel Graphics, Retro, Futuristic, Roguelike, Procedural Generation","PC, macOS, Linux",3089-futuristic-action-rpg,,2014-01-10
1 BIT-FPS,Shooter,"Pixel Graphics, Retro, 16-bit, 8-Bit, 1-bit, minecraft","PC, macOS",1-bit-fps-2,,2022-11-17
KovaaK's FPS Aim Trainer,"Indie, Action, Simulation","Singleplayer, FPS, stats, Steam Workshop",PC,kovaaks-fps-aim-trainer,,2018-04-03
FPS - Fun Puzzle Shooter,"Adventure, Action, Casual, Strategy, Indie","Singleplayer, Steam Achievements, Steam Cloud",PC,fps-fun-puzzle-shooter,,
BlackShot: Mercenary Warfare FPS,"Casual, Action","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, Co-op, Open World, cooperative, First-Person, Horror, FPS, Online Co-Op, Funny, Free to Play, Controller, Zombies, War, In-App Purchases, Post-apocalyptic, Sexual Content, mmo",PC,blackshot-mercenary-warfare-fps,,2016-05-31
CPUCores :: Maximize Your FPS,,"Steam Achievements, FPS, Utilities, Software",PC,cpucores-maximize-your-fps,,2015-07-06
Sir! I'd Like To Report A Bug!,"Platformer, Indie, Action","Singleplayer, Steam Achievements, steam-trading-cards, 2D, Partial Controller Support, Funny, Difficult, Comedy, Retro, Colorful, 16-bit, jumping, chiptune, hard","PC, Android",sir-id-like-to-report-a-bug,,2013-10-23
Live A Live Remaster,RPG,,"PC, PlayStation 5, PlayStation 4, Nintendo Switch",live-a-live-remaster,,2022-07-22
Anima: Gate of memories,"Adventure, Action, RPG, Fighting","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Exploration, Female Protagonist, Action RPG, stats, Anime, role-playing, Hack and Slash, controller support, 3D, Magic, Multiple Endings, JRPG, achievements, evil, demon, new-world, duo-character","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",anima-gate-of-memories,64.0,2016-06-01
Like a Dragon: Ishin!,"Adventure, Action","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Great Soundtrack, Story Rich, Open World, Funny, Gore, Comedy, Violent, Action-Adventure, Action RPG, Nudity, Hack and Slash, Historical, Sexual Content, Beat 'em up, Steam Trading Cards, JRPG, Minigames","PC, PlayStation 5, Xbox Series S/X",like-a-dragon-ishin,,2023-02-21
Yakuza: Like a Dragon,"Adventure, Action, RPG","Singleplayer, Steam Achievements, Full controller support, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Funny, Comedy, Violent, Anime, role-playing, Nudity, Turn-Based, combat, Sexual Content, Crime, JRPG, Drama, Turn-Based Combat, city, console, party, offline, hero, race, journey, Minigames, fall, prison, Faith, sega","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",yakuza-7,85.0,2020-01-16
Life With A Slave - Teaching Feeling,Simulation,"NSFW, love, fall, adult, girl",PC,life-with-a-slave-teaching-feeling,,2015-11-03
Like a Dragon: Infinite Wealth,"Adventure, Action, RPG","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, RPG, Story Rich, Funny, Gore, Comedy, Violent, Action-Adventure, Action RPG, Hack and Slash, Turn-Based, Colorful, Sexual Content, Beat 'em up, JRPG, Turn-Based Combat, Emotional, Martial Arts","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",like-a-dragon-infinite-wealth,,2024-01-26
ZACH-LIKE,"Indie, Puzzle","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer, zach-like, Game Design, zachtronics",PC,zach-like,,2019-06-17
Life -A- Live,Puzzle,"2D, Fantasy, Short, RPG Maker, combos, armor, Visualization, memory-puzzle",PC,life-a-live,,2022-08-02
"Biing!: Sex, Intrigue and Scalpels",Strategy,,"PC, macOS, Linux",biing-sex-intrigue-and-scalpels,,1994-12-31
Adam and Eve: The Game - Chapter 1,"Casual, Indie, Adventure, Action","Singleplayer, Full controller support","PC, Linux",adam-and-eve-the-game-chapter-1,,2016-02-26
Highschool Romance,"Casual, Indie, Adventure, RPG","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Horror, Female Protagonist, Anime, Nudity, Mature, Memes, Sexual Content, Visual Novel, Romance, Dating Sim, friends, LGBTQ+, school, girls","PC, iOS, macOS, Linux",highschool-romance,,2015-11-18
Romance Club - Stories I Play,"Adventure, RPG, Casual, Simulation, Indie","Singleplayer, 2D, Horror, Fantasy, Female Protagonist, Comedy, Action-Adventure, In-App Purchases, Character Customization, Mystery, Choices Matter, Historical, Story, Visual Novel, Drama, character, Romance, city, Choose Your Own Adventure, friends, Thriller, Pirates, Vampire, death, Conversation, collection, balance, Text-Based, love, fall, school, student, Dreams, girls","PC, iOS",romance-club-stories-i-play,,2018-03-07
Troll and I,"Adventure, Action","Singleplayer, Steam Achievements, Full controller support, Violent, Local Co-Op, online, battle, run, child, giant","PC, Xbox One, PlayStation 4, Nintendo Switch",troll-i,27.0,2017-03-21
Eldarya - Romance & fantasy game,RPG,"Dragons, Fantasy, Mystery, Otome, Romance, Vampire, Story, love, candy, city, explore, balance",Android,eldarya-romance-fantasy-game,,
Horny Warp: Hentai Fantasy,"Casual, Adventure","Singleplayer, Steam Achievements, Steam Cloud, Story Rich, 2D, Fantasy, Funny, Comedy, Anime, Nudity, Cute, Mature, Sexual Content, Visual Novel, Base Building, Hand-drawn, Dating Sim, NSFW, hentai","PC, macOS, Linux",horny-warp-hentai-fantasy,,2023-02-17
Trix and the Horny Tower - Hentai RPG,RPG,"Female Protagonist, Pixel Graphics, JRPG, RPG Maker, NSFW, adult, hentai, sex",PC,trix-and-the-horny-tower-hentai-rpg,,2019-09-27
Hentai Secrets - Anime Sex Story,Simulation,"Singleplayer, RPG, First-Person, Anime, Nudity, Character Customization, Cute, Mature, 3D, VR, Sexual Content, Visual Novel, Relaxing, Cartoony, Romance, Cartoon, Dating Sim, Immersive Sim, Family Sharing, NSFW, hentai, VR Supported",PC,hentai-secrets-anime-sex-story,,2024-11-14
Hentai Girls - Anime Puzzle 18+,"Casual, Indie, RPG, Simulation","Singleplayer, Steam Achievements, RPG, 2D, Anime, Nudity, Cute, Colorful, Mature, Sexual Content, Relaxing, Hand-drawn, Romance, Logic, hentai",PC,hentai-girls-anime-puzzle-18,,2021-07-24
Horny Recruiter,"Casual, Indie, Simulation","Singleplayer, Story Rich, Anime, Nudity, Sexual Content, Management, Visual Novel, Drama, Emotional, Dating Sim, Interactive Fiction","PC, Android, macOS, Linux",horny-recruiter,,2023-01-24
Hentai Tales: Sex Institute,"Casual, Strategy, Indie","Singleplayer, Steam Achievements, Steam Cloud, 2D, FPS, Fantasy, Female Protagonist, Anime, Nudity, Mature, Sexual Content, Visual Novel, JRPG, Relaxing, Drama, Dating Sim, NSFW, Family Sharing, hentai, Word Game","PC, macOS, Linux",hentai-tales-sex-institute,,2024-09-14
Hentai Tales: Sex Apartment,"Casual, Strategy, Indie","Singleplayer, Steam Achievements, Steam Cloud, RPG, 2D, FPS, Fantasy, Female Protagonist, Anime, Mature, Sexual Content, JRPG, Relaxing, Drama, Dating Sim, NSFW, hentai, Word Game","PC, macOS, Linux",hentai-tales-sex-apartment,,2023-11-29
FlipWitch - Forbidden Sex Hex,"Adventure, Action","Singleplayer, Full controller support, 2D, Female Protagonist, Pixel Graphics, Retro, Anime, Nudity, Mature, Side Scroller, Sexual Content, Metroidvania, Cartoony, 2D Platformer, LGBTQ+, Action Roguelike, NSFW, hentai",PC,flipwitch-forbidden-sex-hex,,2023-11-17
Metal Waltz: Anime tank girls,"Strategy, Adventure, RPG, Simulation","Steam Achievements, steam-trading-cards, RPG, Free to Play, Online multiplayer, Anime, Nudity, In-App Purchases, Military",PC,metal-waltz-anime-tank-girls,,2017-05-02
Last Anime boy: Saving loli,"Indie, Action","Singleplayer, LGBTQ+",PC,last-anime-boy-saving-loli,,2017-11-20
Sex Chess,"Strategy, Indie, Action","Singleplayer, Steam Achievements, Multiplayer, Atmospheric, Story Rich, Horror, Gore, Steam Leaderboards, Violent, Split Screen, PvP, Nudity, 3D, Dark Fantasy, Mature, Turn-Based Strategy, Sexual Content, Online PvP, Turn-Based Tactics, Demons, Remote Play Together, Shared/Split Screen PvP, NSFW, hentai",PC,sex-chess,,2022-11-10
Anime (itch),,io,PC,anime,,2021-04-23
Anime,"Adventure, Action, Casual, Simulation, Indie","Singleplayer, 2D, Funny, Free to Play, Anime, Roguelike, Memes, Management, Resource Management, Clicker, Life Sim",PC,anime-2,,2024-09-03
ANIME STANDING,"Adventure, Action","Singleplayer, Steam Achievements, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Sci-fi, Horror, Exploration, Violent, Early Access, Anime, Nudity, Post-apocalyptic, Walking Simulator, Masterpiece",PC,anime-standing,,
